,Date,Open,High,Low,Close
1461,2023-05-31,0.18,0.18,0.18,0.18
1460,2023-05-30,0.08,0.19,0.08,0.18
1459,2023-05-26,0.154,0.16,0.142,0.15
1458,2023-05-25,0.17,0.2,0.133,0.148
1457,2023-05-24,0.16,0.17,0.122,0.17
1456,2023-05-23,0.175,0.26,0.072,0.16
1455,2023-05-22,0.1774,0.2,0.169,0.175
1454,2023-05-19,0.17,0.19,0.17,0.17
1453,2023-05-18,0.195,0.195,0.1646,0.1948
1452,2023-05-17,0.2,0.2,0.176,0.18
1451,2023-05-16,0.185,0.2,0.171,0.176
1450,2023-05-15,0.17,0.2,0.17,0.19
1449,2023-05-12,0.19,0.2,0.177,0.18
1448,2023-05-11,0.1993,0.1993,0.178,0.19
1447,2023-05-10,0.1806,0.2,0.174,0.2
1446,2023-05-09,0.216,0.216,0.1753,0.2
1445,2023-05-08,0.176,0.205,0.176,0.1853
1444,2023-05-05,0.198,0.22,0.1451,0.19
1443,2023-05-04,0.165,0.19,0.165,0.1899
1442,2023-05-03,0.1797,0.192,0.16,0.164
1441,2023-05-02,0.1561,0.194,0.1561,0.175
1440,2023-05-01,0.175,0.195,0.165,0.1721
1439,2023-04-28,0.152,0.195,0.14,0.195
1438,2023-04-27,0.1588,0.1699,0.15,0.15
1437,2023-04-26,0.175,0.195,0.15,0.15
1436,2023-04-25,0.175,0.1999,0.17,0.175
1435,2023-04-24,0.1703,0.2,0.15,0.175
1434,2023-04-21,0.15,0.22,0.145,0.209
1433,2023-04-20,0.15,0.18,0.14,0.17
1432,2023-04-19,0.18,0.18,0.1301,0.142
1431,2023-04-18,0.171,0.199,0.08,0.18
1430,2023-04-17,0.185,0.248,0.17,0.18
1429,2023-04-14,0.24,0.3,0.2074,0.225
1428,2023-04-13,0.199,0.24,0.199,0.215
1427,2023-04-12,0.17,0.3,0.163,0.191
1426,2023-04-11,0.169,0.1699,0.1613,0.168
1425,2023-04-10,0.16,0.177,0.155,0.169
1424,2023-04-06,0.14,0.165,0.13,0.1584
1423,2023-04-05,0.12,0.148,0.11,0.14
1422,2023-04-04,0.1023,0.13,0.1023,0.12
1421,2023-04-03,0.1181,0.13,0.1025,0.12
1420,2023-03-31,0.125,0.13,0.11,0.1181
1419,2023-03-30,0.106,0.1288,0.103,0.1212
1418,2023-03-29,0.1011,0.12,0.0959,0.1175
1417,2023-03-28,0.123,0.123,0.0822,0.114
1416,2023-03-27,0.11,0.119,0.08,0.102
1415,2023-03-24,0.11,0.125,0.0925,0.11
1414,2023-03-23,0.11,0.128,0.105,0.107
1413,2023-03-22,0.105,0.139,0.105,0.1198
1412,2023-03-21,0.12,0.14,0.107,0.125
1411,2023-03-20,0.12,0.175,0.12,0.12
1410,2023-03-17,0.08,0.1404,0.0701,0.126
1409,2023-03-16,0.0851,0.09,0.0651,0.081
1408,2023-03-15,0.128,0.1473,0.072,0.0851
1407,2023-03-14,0.17,0.2,0.14,0.155
1406,2023-03-13,0.15,0.209,0.12,0.181
1405,2023-03-10,0.2552,0.26,0.1855,0.222
1404,2023-03-09,0.271,0.282,0.17,0.2506
1403,2023-03-08,0.29,0.4255,0.2825,0.3415
1402,2023-03-07,0.99,1.03,0.111,0.27
1401,2023-03-06,1.12,1.15,0.92,0.9875
1400,2023-03-03,1.04,1.07,0.97,1.02
1399,2023-03-02,1.11,1.11,0.99,1.01
1398,2023-03-01,1.04,1.14,1.03,1.11
1397,2023-02-28,1.0,1.05,0.96,1.04
1396,2023-02-27,0.9158,1.06,0.9079,1.05
1395,2023-02-24,0.86,0.87,0.814,0.87
1394,2023-02-23,0.89,0.89,0.84,0.84
1393,2023-02-22,0.88,0.9,0.83,0.89
1392,2023-02-21,0.8955,0.92,0.8,0.87
1391,2023-02-17,0.94,0.94,0.86,0.9
1390,2023-02-16,0.8255,0.9,0.765,0.88
1389,2023-02-15,0.98,1.0,0.5451,0.74
1388,2023-02-14,1.06,1.14,0.95,1.0
1387,2023-02-13,0.9475,1.14,0.94,1.04
1386,2023-02-10,0.88,0.975,0.855,0.945
1385,2023-02-09,0.819,0.89,0.8101,0.8352
1384,2023-02-08,0.77,0.8899,0.75,0.8045
1383,2023-02-07,0.77,0.855,0.705,0.76
1382,2023-02-06,0.651,0.79,0.65,0.7342
1381,2023-02-03,0.6,0.65,0.55,0.6489
1380,2023-02-02,0.565,0.596,0.551,0.58
1379,2023-02-01,0.55,0.585,0.5175,0.56
1378,2023-01-31,0.56,0.58,0.515,0.551
1377,2023-01-30,0.58,0.6,0.515,0.5699
1376,2023-01-27,0.6005,0.63,0.57,0.58
1375,2023-01-26,0.63,0.649,0.6001,0.6198
1374,2023-01-25,0.665,0.675,0.56,0.6325
1373,2023-01-24,0.66,0.7,0.601,0.672
1372,2023-01-23,0.5899,0.73,0.5188,0.7155
1371,2023-01-20,0.31,0.638,0.3,0.6299
1370,2023-01-19,0.6639,0.6703,0.5491,0.598
1369,2023-01-18,0.707,0.7161,0.66,0.672
1368,2023-01-17,0.708,0.7343,0.65,0.69
1367,2023-01-13,0.7763,0.7879,0.7002,0.7097
1366,2023-01-12,0.98,1.0,0.8306,0.855
1365,2023-01-11,0.7397,1.32,0.72,1.07
1364,2023-01-10,1.44,1.44,1.3301,1.42
1363,2023-01-09,1.3,1.46,1.29,1.44
1362,2023-01-06,1.31,1.36,1.22,1.33
1361,2023-01-05,1.25,1.36,1.2,1.36
1360,2023-01-04,1.12,1.29,1.08,1.29
1359,2023-01-03,1.12,1.15,1.08,1.13
1358,2022-12-30,1.09,1.15,1.0682,1.15
1357,2022-12-29,0.985,1.05,0.9835,1.05
1356,2022-12-28,0.9891,0.9898,0.9501,0.979
1355,2022-12-27,0.965,1.02,0.932,0.9939
1354,2022-12-23,0.9428,0.9745,0.9009,0.9373
1353,2022-12-22,1.01,1.02,0.941,0.9558
1352,2022-12-21,0.9679,1.04,0.9101,1.01
1351,2022-12-20,0.92,0.983,0.8812,0.9384
1350,2022-12-19,1.01,1.01,0.9,0.913
1349,2022-12-16,0.96,1.06,0.95,0.99
1348,2022-12-15,1.0,1.04,0.9377,0.9377
1347,2022-12-14,1.02,1.08,0.99,1.02
1346,2022-12-13,1.07,1.085,1.0199,1.02
1345,2022-12-12,1.07,1.1,1.01,1.03
1344,2022-12-09,1.17,1.21,1.08,1.1
1343,2022-12-08,1.13,1.18,1.06,1.18
1342,2022-12-07,1.08,1.12,1.04,1.08
1341,2022-12-06,1.22,1.24,1.08,1.11
1340,2022-12-05,1.18,1.24,1.11,1.2
1339,2022-12-02,1.09,1.15,1.04,1.12
1338,2022-12-01,1.13,1.15,1.06,1.07
1337,2022-11-30,1.03,1.2,0.981,1.12
1336,2022-11-29,1.16,1.18,1.01,1.05
1335,2022-11-28,0.98,1.27,0.95,1.16
1334,2022-11-25,0.92,0.9776,0.9,0.96
1333,2022-11-23,0.884,0.8997,0.87,0.8928
1332,2022-11-22,0.9092,0.9394,0.8322,0.8958
1331,2022-11-21,0.949,0.949,0.87,0.9097
1330,2022-11-18,0.98,0.9879,0.901,0.95
1329,2022-11-17,1.02,1.02,0.96,0.9749
1328,2022-11-16,1.02,1.05,0.9301,1.03
1327,2022-11-15,0.93,1.07,0.9149,1.0
1326,2022-11-14,0.97,0.9714,0.8731,0.9029
1325,2022-11-11,0.8005,1.02,0.78,0.9798
1324,2022-11-10,0.8085,0.88,0.78,0.8101
1323,2022-11-09,0.93,0.9301,0.78,0.792
1322,2022-11-08,0.99,1.01,0.95,0.96
1321,2022-11-07,1.04,1.05,0.9911,1.01
1320,2022-11-04,1.12,1.13,1.04,1.06
1319,2022-11-03,1.06,1.2286,1.05,1.13
1318,2022-11-02,1.14,1.1456,1.04,1.05
1317,2022-11-01,1.16,1.18,1.12,1.15
1316,2022-10-31,1.27,1.2847,1.15,1.18
1315,2022-10-28,1.29,1.3394,1.26,1.28
1314,2022-10-27,1.32,1.38,1.28,1.32
1313,2022-10-26,1.38,1.41,1.29,1.32
1312,2022-10-25,1.31,1.45,1.31,1.38
1311,2022-10-24,1.365,1.43,1.25,1.41
1310,2022-10-21,1.42,1.4384,1.29,1.42
1309,2022-10-20,1.57,1.65,1.45,1.48
1308,2022-10-19,1.54,1.6,1.4,1.56
1307,2022-10-18,2.26,2.82,1.56,1.61
1306,2022-10-17,1.62,2.35,1.6101,2.24
1305,2022-10-14,1.7,1.8835,1.55,1.61
1304,2022-10-13,1.21,1.9,1.21,1.82
1303,2022-10-12,1.36,1.44,1.25,1.34
1302,2022-10-11,1.68,1.78,1.65,1.685
1301,2022-10-10,2.1,2.1,1.76,1.84
1300,2022-10-07,2.35,2.395,2.15,2.18
1299,2022-10-06,2.42,2.67,2.39,2.45
1298,2022-10-05,2.64,2.74,2.25,2.59
1297,2022-10-04,2.25,2.92,2.22,2.62
1296,2022-10-03,2.27,2.64,2.03,2.4
1295,2022-09-30,0.19,0.21,0.175,0.2016
1294,2022-09-29,0.2703,0.3019,0.2626,0.2983
1293,2022-09-28,0.2941,0.297,0.2544,0.2793
1292,2022-09-27,0.31,0.3191,0.29,0.31
1291,2022-09-26,0.3768,0.391,0.272,0.3091
1290,2022-09-23,0.3391,0.42,0.32,0.3381
1289,2022-09-22,0.2713,0.3583,0.2351,0.3118
1288,2022-09-21,0.2096,0.2275,0.2011,0.2155
1287,2022-09-20,0.2178,0.2474,0.2051,0.2131
1286,2022-09-19,0.1895,0.2444,0.186,0.237
1285,2022-09-16,0.18,0.185,0.174,0.185
1284,2022-09-15,0.187,0.198,0.1826,0.185
1283,2022-09-14,0.1969,0.199,0.1825,0.1825
1282,2022-09-13,0.1985,0.21,0.1853,0.2001
1281,2022-09-12,0.2139,0.2345,0.1909,0.212
1280,2022-09-09,0.1676,0.233,0.1676,0.2197
1279,2022-09-08,0.1915,0.192,0.1638,0.1676
1278,2022-09-07,0.207,0.208,0.1706,0.1875
1277,2022-09-06,0.2284,0.2629,0.2055,0.22
1276,2022-09-02,0.2449,0.25,0.2053,0.211
1275,2022-09-01,0.4,0.407,0.2011,0.22
1274,2022-08-31,0.3788,0.519,0.34,0.46
1273,2022-08-30,0.3995,0.4471,0.3,0.3208
1272,2022-08-29,0.167,0.493,0.1611,0.375
1271,2022-08-26,0.184,0.1993,0.1422,0.1463
1270,2022-08-25,0.14,0.145,0.1353,0.136
1269,2022-08-24,0.1393,0.143,0.1336,0.1398
1268,2022-08-23,0.1489,0.1502,0.132,0.1406
1267,2022-08-22,0.1635,0.1635,0.15,0.1505
1266,2022-08-19,0.17,0.1738,0.165,0.1654
1265,2022-08-18,0.1691,0.175,0.164,0.1738
1264,2022-08-17,0.1791,0.1791,0.168,0.1697
1263,2022-08-16,0.1975,0.1975,0.1633,0.1761
1262,2022-08-15,0.2157,0.2314,0.1971,0.2013
1261,2022-08-12,0.1825,0.2384,0.1785,0.229
1260,2022-08-11,0.2,0.2098,0.172,0.1845
1259,2022-08-10,0.1635,0.182,0.1603,0.179
1258,2022-08-09,0.1753,0.179,0.1624,0.1625
1257,2022-08-08,0.1688,0.17,0.1641,0.1665
1256,2022-08-05,0.173,0.175,0.16,0.1691
1255,2022-08-04,0.2,0.2064,0.1745,0.176
1254,2022-08-03,0.1781,0.1798,0.172,0.175
1253,2022-08-02,0.186,0.188,0.18,0.18
1252,2022-08-01,0.1899,0.1932,0.17,0.186
1251,2022-07-29,0.1888,0.201,0.1888,0.1974
1250,2022-07-28,0.209,0.2193,0.1858,0.1907
1249,2022-07-27,0.219,0.22,0.2,0.2065
1248,2022-07-26,0.25,0.25,0.21,0.215
1247,2022-07-25,0.2631,0.2637,0.2421,0.2447
1246,2022-07-22,0.27,0.2795,0.26,0.263
1245,2022-07-21,0.2711,0.2771,0.266,0.27
1244,2022-07-20,0.27,0.28,0.2615,0.2716
1243,2022-07-19,0.261,0.2813,0.261,0.2696
1242,2022-07-18,0.2675,0.2876,0.26,0.2664
1241,2022-07-15,0.27,0.2798,0.2606,0.265
1240,2022-07-14,0.285,0.285,0.263,0.2639
1239,2022-07-13,0.2919,0.2972,0.2779,0.285
1238,2022-07-12,0.281,0.3186,0.2625,0.3095
1237,2022-07-11,0.302,0.31,0.2748,0.281
1236,2022-07-08,0.31,0.3188,0.2922,0.2991
1235,2022-07-07,0.2711,0.3099,0.27,0.302
1234,2022-07-06,0.25,0.3,0.25,0.2711
1233,2022-07-05,0.2408,0.249,0.2373,0.2456
1232,2022-07-01,0.2584,0.26,0.2495,0.2508
1231,2022-06-30,0.275,0.2751,0.245,0.2501
1230,2022-06-29,0.2875,0.3,0.2552,0.2674
1229,2022-06-28,0.311,0.3225,0.281,0.287
1228,2022-06-27,0.31,0.3282,0.3,0.3093
1227,2022-06-24,0.3338,0.338,0.3038,0.3038
1226,2022-06-23,0.33,0.3425,0.3201,0.3338
1225,2022-06-22,0.3388,0.3444,0.325,0.334
1224,2022-06-21,0.33,0.3492,0.318,0.325
1223,2022-06-17,0.3269,0.34,0.3124,0.3349
1222,2022-06-16,0.3084,0.345,0.3084,0.3169
1221,2022-06-15,0.32,0.3278,0.3116,0.3176
1220,2022-06-14,0.3347,0.3488,0.32,0.3278
