,Date,Open,High,Low,Close
1364,2025-10-20,4.15,4.3,4.11,4.29
1363,2025-10-17,4.2,4.2,4.02,4.08
1362,2025-10-16,4.19,4.34,4.09,4.13
1361,2025-10-15,4.14,4.365,4.1,4.26
1360,2025-10-14,4.5,4.625,4.08,4.11
1359,2025-10-13,4.45,4.64,4.275,4.61
1358,2025-10-10,4.58,4.58,4.3,4.42
1357,2025-10-09,4.54,4.74,4.45,4.59
1356,2025-10-08,4.35,4.62,4.3,4.54
1355,2025-10-07,4.43,4.4769,4.15,4.31
1354,2025-10-06,4.23,4.67,4.1852,4.43
1353,2025-10-03,4.0,4.3053,3.99,4.08
1352,2025-10-02,4.03,4.11,3.95,3.98
1351,2025-10-01,3.94,4.065,3.94,4.0
1350,2025-09-30,3.96,4.07,3.88,4.0
1349,2025-09-29,3.66,4.06,3.62,4.02
1348,2025-09-26,3.47,3.665,3.44,3.65
1347,2025-09-25,3.5,3.52,3.365,3.45
1346,2025-09-24,3.41,3.6599,3.3992,3.56
1345,2025-09-23,3.48,3.56,3.38,3.38
1344,2025-09-22,3.44,3.53,3.33,3.48
1343,2025-09-19,3.4,3.45,3.27,3.42
1342,2025-09-18,3.3,3.42,3.235,3.39
1341,2025-09-17,3.29,3.372,3.25,3.25
1340,2025-09-16,3.19,3.34,3.16,3.31
1339,2025-09-15,3.32,3.3438,3.15,3.2
1338,2025-09-12,3.31,3.365,3.27,3.31
1337,2025-09-11,3.27,3.38,3.235,3.33
1336,2025-09-10,3.3,3.34,3.2,3.23
1335,2025-09-09,3.51,3.51,3.27,3.32
1334,2025-09-08,3.54,3.54,3.375,3.52
1333,2025-09-05,3.42,3.585,3.388,3.54
1332,2025-09-04,3.28,3.43,3.16,3.4
1331,2025-09-03,3.09,3.32,3.09,3.29
1330,2025-09-02,3.08,3.205,3.04,3.1
1329,2025-08-29,3.23,3.249,3.07,3.07
1328,2025-08-28,3.25,3.345,3.22,3.25
1327,2025-08-27,3.14,3.23,3.115,3.22
1326,2025-08-26,3.1,3.19,3.035,3.17
1325,2025-08-25,3.18,3.22,3.08,3.09
1324,2025-08-22,3.12,3.235,3.08,3.18
1323,2025-08-21,3.08,3.16,3.045,3.1
1322,2025-08-20,3.09,3.135,3.01,3.11
1321,2025-08-19,3.24,3.24,3.02,3.11
1320,2025-08-18,3.13,3.24,3.12,3.24
1319,2025-08-15,3.21,3.24,3.095,3.13
1318,2025-08-14,3.07,3.22,2.98,3.19
1317,2025-08-13,2.98,3.23,2.95,3.09
1316,2025-08-12,2.69,2.98,2.66,2.94
1315,2025-08-11,2.69,2.71,2.605,2.68
1314,2025-08-08,2.65,2.72,2.57,2.68
1313,2025-08-07,2.62,2.66,2.56,2.64
1312,2025-08-06,2.74,2.75,2.57,2.64
1311,2025-08-05,2.74,2.79,2.62,2.76
1310,2025-08-04,2.7,2.785,2.64,2.73
1309,2025-08-01,2.72,2.74,2.59,2.69
1308,2025-07-31,2.91,2.94,2.74,2.77
1307,2025-07-30,2.96,3.07,2.89,2.94
1306,2025-07-29,3.14,3.14,2.84,2.89
1305,2025-07-28,3.28,3.3,3.09,3.12
1304,2025-07-25,3.23,3.3,3.12,3.28
1303,2025-07-24,3.21,3.24,3.11,3.23
1302,2025-07-23,3.1,3.22,3.03,3.2
1301,2025-07-22,3.13,3.17,2.98,3.05
1300,2025-07-21,3.07,3.19,3.0443,3.14
1299,2025-07-18,3.15,3.18,3.03,3.03
1298,2025-07-17,3.05,3.17,3.05,3.11
1297,2025-07-16,3.28,3.33,3.04,3.04
1296,2025-07-15,3.31,3.38,3.125,3.25
1295,2025-07-14,3.1,3.385,3.02,3.35
1294,2025-07-11,3.23,3.3,3.13,3.15
1293,2025-07-10,3.15,3.3,3.07,3.3
1292,2025-07-09,2.92,3.24,2.9,3.15
1291,2025-07-08,2.72,2.98,2.702,2.87
1290,2025-07-07,2.83,2.83,2.66,2.7
1289,2025-07-03,2.83,2.85,2.735,2.85
1288,2025-07-02,2.65,2.88,2.65,2.8
1287,2025-07-01,2.66,2.7444,2.55,2.67
1286,2025-06-30,2.74,2.76,2.665,2.68
1285,2025-06-27,2.72,2.845,2.64,2.71
1284,2025-06-26,2.76,2.85,2.64,2.7
1283,2025-06-25,2.88,2.95,2.7,2.76
1282,2025-06-24,2.73,2.975,2.73,2.85
1281,2025-06-23,2.7,2.77,2.59,2.68
1280,2025-06-20,3.07,3.1403,2.7325,2.77
1279,2025-06-18,3.25,3.26,3.02,3.03
1278,2025-06-17,3.35,3.435,3.24,3.26
1277,2025-06-16,3.72,3.7543,3.21,3.38
1276,2025-06-13,3.57,3.97,3.57,3.58
1275,2025-06-12,3.45,3.88,3.29,3.67
1274,2025-06-11,3.76,3.82,3.53,3.53
1273,2025-06-10,3.6,3.87,3.56,3.67
1272,2025-06-09,3.81,3.81,3.555,3.57
1271,2025-06-06,3.52,3.745,3.441,3.67
1270,2025-06-05,3.35,3.56,3.21,3.44
1269,2025-06-04,3.53,3.5355,3.26,3.34
1268,2025-06-03,3.6,3.85,3.4,3.59
1267,2025-06-02,3.12,3.57,2.88,3.51
1266,2025-05-30,2.75,3.11,2.57,3.09
1265,2025-05-29,2.66,2.795,2.4705,2.77
1264,2025-05-28,2.49,2.69,2.35,2.65
1263,2025-05-27,2.45,2.51,2.25,2.5
1262,2025-05-23,2.15,2.45,2.045,2.43
1261,2025-05-22,1.95,2.23,1.83,2.23
1260,2025-05-21,2.11,2.19,1.9,1.97
1259,2025-05-20,2.35,2.35,2.1,2.15
1258,2025-05-19,1.92,2.34,1.9,2.34
1257,2025-05-16,1.69,1.9,1.69,1.89
1256,2025-05-15,1.82,1.82,1.69,1.69
1255,2025-05-14,1.45,1.82,1.35,1.81
1254,2025-05-13,1.37,1.37,1.2543,1.32
1253,2025-05-12,1.33,1.35,1.27,1.34
1252,2025-05-09,1.27,1.31,1.245,1.27
1251,2025-05-08,1.28,1.29,1.225,1.28
1250,2025-05-07,1.29,1.33,1.25,1.27
1249,2025-05-06,1.38,1.39,1.27,1.29
1248,2025-05-05,1.44,1.4465,1.38,1.42
1247,2025-05-02,1.45,1.485,1.435,1.44
1246,2025-05-01,1.43,1.48,1.3679,1.43
1245,2025-04-30,1.4,1.48,1.3505,1.43
1244,2025-04-29,1.43,1.46,1.39,1.42
1243,2025-04-28,1.46,1.5,1.365,1.46
1242,2025-04-25,1.35,1.355,1.29,1.33
1241,2025-04-24,1.34,1.36,1.32,1.36
1240,2025-04-23,1.28,1.34,1.27,1.29
1239,2025-04-22,1.25,1.26,1.2,1.23
1238,2025-04-21,1.21,1.26,1.2,1.23
1237,2025-04-17,1.16,1.24,1.14,1.21
1236,2025-04-16,1.21,1.21,1.13,1.16
1235,2025-04-15,1.18,1.25,1.155,1.21
1234,2025-04-14,1.22,1.22,1.17,1.21
1233,2025-04-11,1.16,1.23,1.1,1.22
1232,2025-04-10,1.14,1.155,1.085,1.12
1231,2025-04-09,1.09,1.225,1.05,1.21
1230,2025-04-08,1.22,1.22,1.1,1.1
1229,2025-04-07,1.13,1.22,1.05,1.17
1228,2025-04-04,1.19,1.23,1.135,1.18
1227,2025-04-03,1.22,1.2702,1.2154,1.23
1226,2025-04-02,1.34,1.37,1.3,1.33
1225,2025-04-01,1.4,1.41,1.32,1.35
1224,2025-03-31,1.43,1.455,1.28,1.41
1223,2025-03-28,1.48,1.495,1.44,1.49
1222,2025-03-27,1.57,1.58,1.4101,1.52
1221,2025-03-26,1.65,1.665,1.53,1.58
1220,2025-03-25,1.63,1.6696,1.58,1.62
1219,2025-03-24,1.65,1.68,1.58,1.65
1218,2025-03-21,1.66,1.67,1.57,1.61
1217,2025-03-20,1.78,1.8393,1.7,1.7
1216,2025-03-19,1.78,1.83,1.73,1.82
1215,2025-03-18,1.78,1.79,1.675,1.77
1214,2025-03-17,1.85,1.85,1.72,1.79
1213,2025-03-14,1.83,1.875,1.775,1.85
1212,2025-03-13,1.8,1.86,1.75,1.77
1211,2025-03-12,1.76,1.91,1.7,1.85
1210,2025-03-11,1.73,1.7599,1.635,1.72
1209,2025-03-10,1.81,1.83,1.69,1.73
1208,2025-03-07,1.75,1.885,1.75,1.84
1207,2025-03-06,1.7,1.785,1.675,1.75
1206,2025-03-05,1.79,1.79,1.665,1.69
1205,2025-03-04,1.58,1.79,1.5,1.79
1204,2025-03-03,1.75,1.7616,1.5808,1.59
1203,2025-02-28,1.71,1.77,1.545,1.76
1202,2025-02-27,1.58,1.66,1.58,1.58
1201,2025-02-26,1.56,1.645,1.555,1.62
1200,2025-02-25,1.61,1.61,1.52,1.56
