,Date,Open,High,Low,Close
1817,2025-10-20,0.389,0.389,0.3473,0.3633
1816,2025-10-17,0.3725,0.3799,0.3517,0.3599
1815,2025-10-16,0.396,0.396,0.3568,0.3724
1814,2025-10-15,0.38,0.4075,0.3741,0.3861
1813,2025-10-14,0.3797,0.3801,0.34,0.3734
1812,2025-10-13,0.3742,0.38,0.365,0.3701
1811,2025-10-10,0.42,0.4229,0.364,0.3814
1810,2025-10-09,0.412,0.43,0.4011,0.4192
1809,2025-10-08,0.39,0.4013,0.38,0.4005
1808,2025-10-07,0.4,0.405,0.3657,0.3894
1807,2025-10-06,0.4077,0.4095,0.385,0.4015
1806,2025-10-03,0.405,0.41,0.395,0.3984
1805,2025-10-02,0.39,0.404,0.375,0.402
1804,2025-10-01,0.365,0.372,0.345,0.3703
1803,2025-09-30,0.345,0.3599,0.3333,0.3535
1802,2025-09-29,0.33,0.3474,0.329,0.3324
1801,2025-09-26,0.335,0.3567,0.33,0.3441
1800,2025-09-25,0.34,0.3417,0.32,0.3347
1799,2025-09-24,0.35,0.3504,0.343,0.3477
1798,2025-09-23,0.344,0.3529,0.3436,0.3438
1797,2025-09-22,0.35,0.36,0.3435,0.3436
1796,2025-09-19,0.3611,0.3611,0.3435,0.35
1795,2025-09-18,0.3524,0.36,0.3473,0.3515
1794,2025-09-17,0.3509,0.355,0.345,0.347
1793,2025-09-16,0.368,0.368,0.3412,0.347
1792,2025-09-15,0.36,0.3739,0.3415,0.35
1791,2025-09-12,0.351,0.3791,0.3451,0.35
1790,2025-09-11,0.3526,0.353,0.3481,0.3526
1789,2025-09-10,0.359,0.359,0.3463,0.35
1788,2025-09-09,0.34,0.36,0.34,0.3498
1787,2025-09-08,0.3441,0.3538,0.3396,0.3495
1786,2025-09-05,0.3416,0.3541,0.3366,0.3485
1785,2025-09-04,0.3608,0.3723,0.341,0.3464
1784,2025-09-03,0.375,0.3846,0.3621,0.374
1783,2025-09-02,0.387,0.388,0.3724,0.3767
1782,2025-08-29,0.393,0.393,0.3744,0.38
1781,2025-08-28,0.3883,0.39,0.3781,0.3888
1780,2025-08-27,0.38,0.4026,0.38,0.3825
1779,2025-08-26,0.3813,0.3838,0.3723,0.3836
1778,2025-08-25,0.3771,0.388,0.365,0.3838
1777,2025-08-22,0.365,0.392,0.363,0.3801
1776,2025-08-21,0.3787,0.385,0.365,0.3721
1775,2025-08-20,0.3843,0.3854,0.3611,0.372
1774,2025-08-19,0.37,0.3799,0.361,0.37
1773,2025-08-18,0.3921,0.4049,0.3609,0.3801
1772,2025-08-15,0.389,0.4099,0.3815,0.394
1771,2025-08-14,0.3841,0.4,0.3764,0.3945
1770,2025-08-13,0.395,0.4156,0.3914,0.4
1769,2025-08-12,0.3725,0.3982,0.37,0.395
1768,2025-08-11,0.36,0.3838,0.3487,0.3743
1767,2025-08-08,0.38,0.3974,0.367,0.3799
1766,2025-08-07,0.3921,0.4,0.3814,0.387
1765,2025-08-06,0.442,0.459,0.3957,0.4128
1764,2025-08-05,0.401,0.44,0.401,0.434
1763,2025-08-04,0.4021,0.435,0.4,0.4154
1762,2025-08-01,0.39,0.48,0.389,0.4551
1761,2025-07-31,0.456,0.4652,0.4215,0.4361
1760,2025-07-30,0.5,0.5199,0.466,0.4741
1759,2025-07-29,0.7447,0.756,0.4543,0.6061
1758,2025-07-28,0.6,0.689,0.5609,0.63
1757,2025-07-25,0.4706,0.52,0.4651,0.514
1756,2025-07-24,0.48,0.4955,0.463,0.4802
1755,2025-07-23,0.4856,0.4932,0.457,0.4787
1754,2025-07-22,0.5248,0.5248,0.3513,0.4705
1753,2025-07-21,0.45,0.52,0.45,0.507
1752,2025-07-18,0.45,0.4674,0.4216,0.4512
1751,2025-07-17,0.407,0.4625,0.405,0.45
1750,2025-07-16,0.375,0.4178,0.3632,0.405
1749,2025-07-15,0.36,0.37,0.352,0.368
1748,2025-07-14,0.39,0.39,0.3414,0.3692
1747,2025-07-11,0.39,0.3984,0.372,0.385
1746,2025-07-10,0.318,0.4149,0.318,0.41
1745,2025-07-09,0.307,0.33,0.307,0.3188
1744,2025-07-08,0.3158,0.3366,0.304,0.318
1743,2025-07-07,0.3128,0.335,0.3128,0.3256
1742,2025-07-03,0.34,0.348,0.3206,0.3269
1741,2025-07-02,0.3185,0.3305,0.3002,0.3301
1740,2025-07-01,0.2843,0.3997,0.2715,0.3163
1739,2025-06-30,0.3092,0.33,0.3,0.3022
1738,2025-06-27,0.37,0.405,0.311,0.3351
1737,2025-06-26,0.3388,0.532,0.3105,0.4698
1736,2025-06-25,0.2581,0.29,0.2311,0.246
1735,2025-06-24,0.24,0.2447,0.2216,0.2293
1734,2025-06-23,0.24,0.2676,0.2316,0.263
1733,2025-06-20,0.24,0.255,0.2325,0.2454
1732,2025-06-18,0.25,0.2611,0.22,0.239
1731,2025-06-17,0.23,0.251,0.222,0.2406
1730,2025-06-16,0.3546,0.3546,0.323,0.3251
1729,2025-06-13,0.435,0.4396,0.35,0.3501
1728,2025-06-12,0.43,0.461,0.43,0.4485
1727,2025-06-11,0.5622,0.5688,0.3782,0.4528
1726,2025-06-10,0.5576,0.6,0.55,0.594
1725,2025-06-09,0.5701,0.6,0.5582,0.5748
1724,2025-06-06,0.65,0.6879,0.5131,0.5719
1723,2025-06-05,0.651,0.67,0.651,0.6582
1722,2025-06-04,0.66,0.67,0.646,0.668
1721,2025-06-03,0.6747,0.689,0.65,0.6585
1720,2025-06-02,0.685,0.7,0.6551,0.6956
1719,2025-05-30,0.6871,0.7392,0.6503,0.685
1718,2025-05-29,0.71,0.72,0.66,0.688
1717,2025-05-28,0.66,0.68,0.64,0.68
1716,2025-05-27,0.69,0.6974,0.65,0.67
1715,2025-05-23,0.72,0.72,0.66,0.6898
1714,2025-05-22,0.719,0.7225,0.67,0.719
1713,2025-05-21,0.73,0.73,0.69,0.7118
1712,2025-05-20,0.71,0.74,0.66,0.7265
1711,2025-05-19,0.67,0.7,0.66,0.7
1710,2025-05-16,0.675,0.675,0.6401,0.6578
1709,2025-05-15,0.675,0.675,0.63,0.66
1708,2025-05-14,0.65,0.665,0.6106,0.65
1707,2025-05-13,0.6407,0.68,0.598,0.634
1706,2025-05-12,0.6012,0.6256,0.5963,0.611
1705,2025-05-09,0.591,0.63,0.5704,0.6012
1704,2025-05-08,0.64,0.6637,0.6,0.62
1703,2025-05-07,0.6777,0.69,0.6347,0.6516
1702,2025-05-06,0.66,0.6969,0.636,0.6925
1701,2025-05-05,0.627,0.72,0.62,0.6895
1700,2025-05-02,0.908,1.21,0.6308,0.67
1699,2025-05-01,0.7,0.855,0.6505,0.78
1698,2025-04-30,0.6935,0.72,0.685,0.69
1697,2025-04-29,0.692,0.7199,0.6854,0.6863
1696,2025-04-28,0.7199,0.72,0.685,0.714
1695,2025-04-25,0.7,0.72,0.6824,0.685
1694,2025-04-24,0.74,0.74,0.701,0.715
1693,2025-04-23,0.69,0.7399,0.6638,0.7001
